pixelID x y
1 0 0
2 0.8 0
3 1.6 0
4 2.4 0
5 3.2 0
6 4.0 0
7 4.8 0
8 5.6 0
9 6.4 0
10 7.2 0
11 8.0 0
12 8.8 0
13 9.6 0
14 10.4 0
15 11.2 0
16 12.0 0
17 12.8 0
18 13.6 0
19 14.4 0
20 -0.8 0
21 -1.6 0
22 -2.4 0
23 -3.2 0
24 -4.0 0
25 -4.8 0
26 -5.6 0
27 -6.4 0
28 -7.2 0
29 -8.0 0
30 -8.8 0
31 -9.6 0
32 -10.4 0
33 -11.2 0
34 -12.0 0
35 -12.8 0
36 -13.6 0
37 -14.4 0
38 0 0.8
39 0.8 0.8
40 1.6 0.8
41 2.4 0.8
42 3.2 0.8
43 4.0 0.8
44 4.8 0.8
45 5.6 0.8
46 6.4 0.8
47 7.2 0.8
48 8.0 0.8
49 8.8 0.8
50 9.6 0.8
51 10.4 0.8
52 11.2 0.8
53 12.0 0.8
54 12.8 0.8
55 13.6 0.8
56 14.4 0.8
57 -0.8 0.8
58 -1.6 0.8
59 -2.4 0.8
60 -3.2 0.8
61 -4.0 0.8
62 -4.8 0.8
63 -5.6 0.8
64 -6.4 0.8
65 -7.2 0.8
66 -8.0 0.8
67 -8.8 0.8
68 -9.6 0.8
69 -10.4 0.8
70 -11.2 0.8
71 -12.0 0.8
72 -12.8 0.8
73 -13.6 0.8
74 -14.4 0.8
75 0 1.6
76 0.8 1.6
77 1.6 1.6
78 2.4 1.6
79 3.2 1.6
80 4.0 1.6
81 4.8 1.6
82 5.6 1.6
83 6.4 1.6
84 7.2 1.6
85 8.0 1.6
86 8.8 1.6
87 9.6 1.6
88 10.4 1.6
89 11.2 1.6
90 12.0 1.6
91 12.8 1.6
92 13.6 1.6
93 14.4 1.6
94 -0.8 1.6
95 -1.6 1.6
96 -2.4 1.6
97 -3.2 1.6
98 -4.0 1.6
99 -4.8 1.6
100 -5.6 1.6
101 -6.4 1.6
102 -7.2 1.6
103 -8.0 1.6
104 -8.8 1.6
105 -9.6 1.6
106 -10.4 1.6
107 -11.2 1.6
108 -12.0 1.6
109 -12.8 1.6
110 -13.6 1.6
111 -14.4 1.6
112 0 2.4
113 0.8 2.4
114 1.6 2.4
115 2.4 2.4
116 3.2 2.4
117 4.0 2.4
118 4.8 2.4
119 5.6 2.4
120 6.4 2.4
121 7.2 2.4
122 8.0 2.4
123 8.8 2.4
124 9.6 2.4
125 10.4 2.4
126 11.2 2.4
127 12.0 2.4
128 12.8 2.4
129 13.6 2.4
130 -0.8 2.4
131 -1.6 2.4
132 -2.4 2.4
133 -3.2 2.4
134 -4.0 2.4
135 -4.8 2.4
136 -5.6 2.4
137 -6.4 2.4
138 -7.2 2.4
139 -8.0 2.4
140 -8.8 2.4
141 -9.6 2.4
142 -10.4 2.4
143 -11.2 2.4
144 -12.0 2.4
145 -12.8 2.4
146 -13.6 2.4
147 0 3.2
148 0.8 3.2
149 1.6 3.2
150 2.4 3.2
151 3.2 3.2
152 4.0 3.2
153 4.8 3.2
154 5.6 3.2
155 6.4 3.2
156 7.2 3.2
157 8.0 3.2
158 8.8 3.2
159 9.6 3.2
160 10.4 3.2
161 11.2 3.2
162 12.0 3.2
163 12.8 3.2
164 13.6 3.2
165 -0.8 3.2
166 -1.6 3.2
167 -2.4 3.2
168 -3.2 3.2
169 -4.0 3.2
170 -4.8 3.2
171 -5.6 3.2
172 -6.4 3.2
173 -7.2 3.2
174 -8.0 3.2
175 -8.8 3.2
176 -9.6 3.2
177 -10.4 3.2
178 -11.2 3.2
179 -12.0 3.2
180 -12.8 3.2
181 -13.6 3.2
182 0 4.0
183 0.8 4.0
184 1.6 4.0
185 2.4 4.0
186 3.2 4.0
187 4.0 4.0
188 4.8 4.0
189 5.6 4.0
190 6.4 4.0
191 7.2 4.0
192 8.0 4.0
193 8.8 4.0
194 9.6 4.0
195 10.4 4.0
196 11.2 4.0
197 12.0 4.0
198 12.8 4.0
199 13.6 4.0
200 -0.8 4.0
201 -1.6 4.0
202 -2.4 4.0
203 -3.2 4.0
204 -4.0 4.0
205 -4.8 4.0
206 -5.6 4.0
207 -6.4 4.0
